2026-05-23 11:24:16,112,INFO,1.png,PSNR: 16.47, SSIM: 0.6851
2026-05-23 11:24:18,148,INFO,111.png,PSNR: 11.56, SSIM: 0.5833
2026-05-23 11:24:20,133,INFO,146.png,PSNR: 16.44, SSIM: 0.6902
2026-05-23 11:24:21,825,INFO,179.png,PSNR: 21.01, SSIM: 0.6945
2026-05-23 11:24:23,451,INFO,22.png,PSNR: 13.01, SSIM: 0.5922
2026-05-23 11:24:25,136,INFO,23.png,PSNR: 7.13, SSIM: 0.2815
2026-05-23 11:24:26,472,INFO,493.png,PSNR: 15.34, SSIM: 0.4818
2026-05-23 11:24:28,571,INFO,547.png,PSNR: 17.21, SSIM: 0.5913
2026-05-23 11:24:30,235,INFO,55.png,PSNR: 6.93, SSIM: 0.2717
2026-05-23 11:24:31,716,INFO,665.png,PSNR: 9.28, SSIM: 0.3025
2026-05-23 11:24:33,373,INFO,669.png,PSNR: 12.81, SSIM: 0.5363
2026-05-23 11:24:36,949,INFO,748.png,PSNR: 16.70, SSIM: 0.6215
2026-05-23 11:24:39,773,INFO,778.png,PSNR: 12.47, SSIM: 0.3827
2026-05-23 11:24:43,153,INFO,780.png,PSNR: 19.91, SSIM: 0.5864
2026-05-23 11:24:46,338,INFO,79.png,PSNR: 11.50, SSIM: 0.6247
2026-05-23 11:24:48,334,INFO,Average PSNR: 13.85, Average SSIM: 0.5284
